,index,League,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_FH,Away_FH,Home_Win,Draw,Away_Win,Over_2_5,Under_2_5,Code_1,Code_2,Total_Goals,FH_Goals,Winner,HT_Winner
1307,14198,Spa1,23,Cadiz,Elche,1,1,1,0,1970.0,3370.0,4560.0,2380,1640,3023,3040,2,1,D,H
1308,14199,Spa1,23,Mallorca,Celta Vigo,1,0,0,0,2790.0,2760.0,3320.0,3450,1340,3009,3022,1,0,H,D
1309,14200,Spa1,23,Atletico,Valladolid,3,0,3,0,1350.0,5330.0,10180.0,1810,2090,3003,3028,3,3,H,H
1310,14201,Spa1,23,Espanyol,Betis,1,0,1,0,2810.0,3100.0,2910.0,2530,1580,3005,3002,1,1,H,H
1311,14202,Spa1,23,FC Sevilla,Cadiz,1,0,0,0,1830.0,3550.0,5110.0,2340,1670,3013,3023,1,0,H,D
1312,14203,Spa1,23,Vallecano,Real Sociedad,0,2,0,2,2980.0,3100.0,2750.0,2680,1520,3034,3015,2,2,A,A
1313,14204,Spa1,23,Bilbao,Real Madrid,0,2,0,1,3010.0,3430.0,2510.0,1980,1930,3008,3010,2,1,A,A
1314,14205,Spa1,23,Barcelona,Getafe,1,0,1,0,1270.0,5900.0,14500.0,1800,2090,3018,3012,1,1,H,H
1315,14206,Spa1,23,Villarreal,Girona,1,0,0,0,1750.0,4050.0,4820.0,1690,2280,3020,3053,1,0,H,D
1316,14207,Spa1,23,Elche,Osasuna,1,1,0,1,3100.0,3110.0,2650.0,2490,1600,3040,3007,2,1,D,A
1317,14208,Spa1,23,Valencia,Almeria,2,2,0,0,1630.0,4200.0,5780.0,1810,2110,3019,3027,4,0,D,D
1318,14209,Spa1,23,Almeria,Espanyol,3,1,1,0,2380.0,3200.0,3440.0,2180,1750,3027,3005,4,1,H,H
1319,14210,Spa1,23,Getafe,Betis,0,1,0,0,3110.0,2820.0,2890.0,3180,1390,3012,3002,1,0,A,D
1320,14211,Spa1,23,FC Sevilla,Elche,3,0,3,0,1570.0,4180.0,7440.0,2130,1750,3013,3040,3,3,H,H
1321,14212,Spa1,23,Cadiz,Mallorca,2,0,2,0,2970.0,2740.0,3260.0,0,0,3023,3009,2,2,H,H
1322,14213,Spa1,23,Girona,Barcelona,0,1,0,0,5890.0,4350.0,1600.0,1810,2110,3053,3018,1,0,A,D
1323,14214,Spa1,23,Osasuna,Atletico,0,1,0,0,4410.0,3180.0,2070.0,2710,1520,3007,3003,1,0,A,D
1324,14215,Spa1,23,Real Madrid,Real Sociedad,0,0,0,0,1810.0,3710.0,4970.0,1990,1920,3010,3015,0,0,D,D
1325,14216,Spa1,23,Celta Vigo,Bilbao,1,0,0,0,3260.0,2980.0,2640.0,2730,1510,3022,3008,1,0,H,D
1326,14217,Spa1,23,Valladolid,Valencia,1,0,0,0,3190.0,3240.0,2500.0,2160,1770,3028,3019,1,0,H,D
1327,14218,Spa1,23,Villarreal,Vallecano,0,1,0,0,1810.0,3710.0,4920.0,2010,1890,3020,3034,1,0,A,D
1328,14219,Spa1,23,Betis,Barcelona,1,2,0,0,4870.0,3740.0,1810.0,2020,1880,3002,3018,3,0,A,D
1329,14220,Spa1,23,Real Madrid,Valencia,2,0,0,0,1390.0,5190.0,8780.0,1670,2320,3010,3019,2,0,H,D
1330,14221,Spa1,23,Bilbao,Cadiz,4,1,3,1,1380.0,4750.0,10750.0,2140,1780,3008,3023,5,4,H,H
1331,14222,Spa1,23,Betis,Celta Vigo,3,4,2,2,2120.0,3290.0,4050.0,2390,1640,3002,3022,7,4,A,D
1332,14223,Spa1,23,Atletico,Getafe,1,1,0,0,1470.0,4130.0,9530.0,2500,1590,3003,3012,2,0,D,D
1333,14224,Spa1,23,Espanyol,Osasuna,1,1,0,1,2770.0,3130.0,2930.0,2630,1540,3005,3007,2,1,D,A
1334,14225,Spa1,23,Elche,Villarreal,3,1,2,1,5350.0,3990.0,1700.0,2000,1910,3040,3020,4,3,H,H
1335,14226,Spa1,23,Mallorca,Real Madrid,1,0,1,0,4990.0,3570.0,1840.0,2270,1700,3009,3010,1,1,H,H
1336,14227,Spa1,23,Real Sociedad,Valladolid,0,1,0,0,1500.0,4340.0,7950.0,2020,1890,3015,3028,1,0,A,D
1337,14228,Spa1,23,Barcelona,FC Sevilla,3,0,0,0,1330.0,5640.0,11250.0,1750,2200,3018,3013,3,0,H,D
1338,14229,Spa1,23,Girona,Valencia,1,0,0,0,2370.0,3280.0,3380.0,2150,1780,3053,3019,1,0,H,D
1339,14230,Spa1,23,Vallecano,Almeria,2,0,0,0,1970.0,3460.0,4390.0,2240,1720,3034,3027,2,0,H,D
1340,14231,Spa1,23,Cadiz,Girona,2,0,2,0,3170.0,3110.0,2600.0,2560,1560,3023,3053,2,2,H,H
1341,14232,Spa1,23,FC Sevilla,Mallorca,2,0,2,0,1930.0,3140.0,5350.0,3110,1400,3013,3009,2,2,H,H
1342,14233,Spa1,23,Valencia,Bilbao,1,2,1,1,3320.0,3250.0,2420.0,2370,1650,3019,3008,3,2,A,D
1343,14234,Spa1,23,Almeria,Betis,2,3,1,2,2960.0,3320.0,2570.0,2080,1840,3027,3002,5,3,A,A
1344,14235,Spa1,23,Getafe,Vallecano,1,1,0,1,3250.0,2860.0,2740.0,3010,1430,3012,3034,2,1,D,A
1345,14236,Spa1,23,Villarreal,Barcelona,0,1,0,1,4730.0,3750.0,1830.0,2010,1900,3020,3018,1,1,A,A
1346,14237,Spa1,23,Celta Vigo,Atletico,0,1,0,0,3700.0,3230.0,2260.0,2440,1620,3022,3003,1,0,A,D
1347,14238,Spa1,23,Valladolid,Osasuna,0,0,0,0,2460.0,3090.0,3430.0,2520,1580,3028,3007,0,0,D,D
1348,14239,Spa1,23,Espanyol,Real Sociedad,2,3,0,1,4140.0,3090.0,2190.0,2750,1500,3005,3015,5,1,A,A
1349,14240,Spa1,23,Real Madrid,Elche,4,0,3,0,1230.0,6700.0,15000.0,1550,2570,3010,3040,4,3,H,H
1350,14241,Spa1,23,Girona,Almeria,6,2,4,0,1880.0,3790.0,4380.0,1880,2030,3053,3027,8,4,H,H
1351,14242,Spa1,23,Betis,Valladolid,2,1,2,1,1690.0,4020.0,5480.0,1910,2000,3002,3028,3,3,H,H
1352,14243,Spa1,23,Osasuna,Real Madrid,0,2,0,0,5620.0,3810.0,1710.0,2090,1830,3007,3010,2,0,A,D
1353,14244,Spa1,23,Mallorca,Villarreal,4,2,2,1,3230.0,2900.0,2720.0,2950,1440,3009,3020,6,3,H,H
1354,14245,Spa1,23,Real Sociedad,Celta Vigo,1,1,1,0,1830.0,3500.0,5170.0,2340,1660,3015,3022,2,1,D,H
1355,14246,Spa1,23,Atletico,Bilbao,1,0,0,0,2010.0,3350.0,4430.0,2400,1630,3003,3008,1,0,H,D
1356,14247,Spa1,23,Barcelona,Cadiz,2,0,2,0,1250.0,6470.0,13020.0,1600,2450,3018,3023,2,2,H,H
1357,14248,Spa1,23,Vallecano,FC Sevilla,1,1,0,1,2450.0,3130.0,3400.0,2550,1570,3034,3013,2,1,D,A
1358,14249,Spa1,23,Elche,Espanyol,0,1,0,0,2740.0,3000.0,3090.0,2600,1550,3040,3005,1,0,A,D
1359,14250,Spa1,23,Getafe,Valencia,1,0,0,0,3430.0,2870.0,2620.0,3110,1400,3012,3019,1,0,H,D
1360,14251,Spa1,23,Elche,Betis,2,3,2,0,3800.0,3490.0,2070.0,2100,1810,3040,3002,5,2,A,H
1361,14252,Spa1,23,Espanyol,Mallorca,2,1,1,1,2680.0,2840.0,3380.0,3260,1380,3005,3009,3,2,H,D
1362,14253,Spa1,23,Real Madrid,Atletico,1,1,0,0,1870.0,3510.0,4900.0,2300,1680,3010,3003,2,0,D,D
1363,14254,Spa1,23,Valencia,Real Sociedad,1,0,1,0,3370.0,3060.0,2510.0,2600,1550,3019,3015,1,1,H,H
1364,14255,Spa1,23,Cadiz,Vallecano,1,0,0,0,3040.0,3010.0,2770.0,2660,1530,3023,3034,1,0,H,D
1365,14256,Spa1,23,Bilbao,Girona,2,3,1,3,1680.0,3950.0,5700.0,2070,1850,3008,3053,5,4,A,A
1366,14257,Spa1,23,FC Sevilla,Osasuna,2,3,0,1,1720.0,3700.0,5750.0,2340,1660,3013,3007,5,1,A,A
1367,14258,Spa1,23,Celta Vigo,Valladolid,3,0,2,0,1710.0,4060.0,5280.0,1900,2010,3022,3028,3,2,H,H
1368,14259,Spa1,23,Almeria,Barcelona,1,0,1,0,6820.0,4690.0,1490.0,1610,2410,3027,3018,1,1,H,H
1369,14260,Spa1,23,Villarreal,Getafe,2,1,1,1,1750.0,3470.0,6070.0,2670,1530,3020,3012,3,2,H,D
1370,14261,Spa1,23,Real Sociedad,Cadiz,0,0,0,0,1510.0,4050.0,8800.0,2440,1610,3015,3023,0,0,D,D
1371,14262,Spa1,23,Atletico,FC Sevilla,6,1,2,1,1630.0,3890.0,6460.0,2250,1710,3003,3013,7,3,H,H
1372,14263,Spa1,23,Mallorca,Elche,0,1,0,0,1660.0,3590.0,6950.0,2640,1540,3009,3040,1,0,A,D
1373,14264,Spa1,23,Getafe,Girona,3,2,3,0,2760.0,3010.0,3060.0,2690,1520,3012,3053,5,3,H,H
1374,14265,Spa1,23,Almeria,Villarreal,0,2,0,0,3460.0,3660.0,2170.0,1830,2080,3027,3020,2,0,A,D
1375,14266,Spa1,23,Betis,Real Madrid,0,0,0,0,4790.0,4050.0,1760.0,1750,2110,3002,3010,0,0,D,D
1376,14267,Spa1,23,Barcelona,Valencia,1,0,1,0,1370.0,5040.0,9870.0,1880,2030,3018,3019,1,1,H,H
1377,14268,Spa1,23,Valladolid,Espanyol,2,1,1,0,2360.0,3240.0,3450.0,2260,1700,3028,3005,3,1,H,H
1378,14269,Spa1,23,Vallecano,Bilbao,0,0,0,0,2970.0,3040.0,2810.0,2610,1550,3034,3008,0,0,D,D
1379,14270,Spa1,23,Osasuna,Celta Vigo,0,0,0,0,2730.0,3150.0,2960.0,2430,1620,3007,3022,0,0,D,D
1380,14271,Spa1,23,Cadiz,Getafe,2,2,1,0,2550.0,2830.0,3620.0,0,0,3023,3012,4,1,D,H
1381,14272,Spa1,23,Real Madrid,Espanyol,3,1,2,1,1230.0,6390.0,14920.0,1740,2190,3010,3005,4,3,H,H
1382,14273,Spa1,23,Valencia,Osasuna,1,0,0,0,2060.0,3270.0,4310.0,2550,1570,3019,3007,1,0,H,D
1383,14274,Spa1,23,Celta Vigo,Vallecano,3,0,0,0,2070.0,3360.0,4150.0,2340,1660,3022,3034,3,0,H,D
1384,14275,Spa1,23,Elche,Valladolid,1,1,0,1,2590.0,3280.0,3020.0,2230,1720,3040,3028,2,1,D,A
1385,14276,Spa1,23,Bilbao,Barcelona,0,1,0,1,3760.0,3430.0,2150.0,2170,1760,3008,3018,1,1,A,A
1386,14277,Spa1,23,Mallorca,Real Sociedad,1,1,0,1,4010.0,2800.0,2410.0,3590,1320,3009,3015,2,1,D,A
1387,14278,Spa1,23,FC Sevilla,Almeria,2,1,1,1,1650.0,4170.0,5660.0,1740,2210,3013,3027,3,2,H,D
1388,14279,Spa1,23,Villarreal,Betis,1,1,0,1,1680.0,4090.0,5470.0,1790,2120,3020,3002,2,1,D,A
